HomeTeam,AwayTeam,FTHG,FTAG,ScoreDiff,HomeWinStreak,AwayWinStreak,TGSH,TGSA,Results,Referee,B365H,B365D,B365A,BWH,BWD,BWA
Man United,Crystal Palace,0,0,0,5,0,1,0,Draw,L Mason,1.4,5.25,8.0,1.4,4.75,8.0
Tottenham,Chelsea,3,1,2,6,0,1,0,Win,M Atkinson,2.8,3.5,2.6,2.7,3.5,2.55
Watford,Liverpool,0,3,-3,0,1,0,0,Loss,J Moss,6.5,4.33,1.55,6.0,4.2,1.55
West Ham,Man City,0,4,-4,0,2,0,0,Loss,A Marriner,13.0,6.5,1.25,10.5,6.25,1.26
Bournemouth,Arsenal,1,2,-1,0,3,0,1,Loss,C Pawson,3.5,3.75,1.95,3.5,3.75,2.0
Wolves,Huddersfield,0,2,-2,0,4,0,1,Loss,K Friend,1.5,4.33,8.0,1.5,4.0,7.5
Burnley,Newcastle,1,2,-1,0,5,0,1,Loss,A Taylor,2.9,3.2,2.75,2.8,3.1,2.7
Cardiff,Wolves,2,1,1,1,0,0,0,Win,A Marriner,3.8,3.25,2.2,3.5,3.2,2.2
Crystal Palace,Burnley,2,0,2,2,0,0,0,Win,L Probert,1.61,3.9,6.5,1.62,3.75,6.0
Huddersfield,Brighton,1,2,-1,0,1,0,0,Loss,M Oliver,2.5,3.0,3.4,2.35,3.0,3.4
Leicester,Watford,2,0,2,1,0,0,0,Win,G Scott,2.25,3.3,3.6,2.2,3.3,3.4
Man City,Bournemouth,3,1,2,2,0,0,0,Win,S Attwell,1.11,11.0,26.0,1.1,10.0,23.0
Newcastle,West Ham,0,3,-3,0,1,0,0,Loss,P Tierney,2.5,3.3,3.1,2.45,3.25,3.0
Southampton,Man United,2,2,0,0,1,0,0,Draw,K Friend,4.33,3.6,1.95,4.2,3.6,1.87
Arsenal,Tottenham,4,2,2,1,0,0,0,Win,M Dean,2.62,3.6,2.75,2.5,3.6,2.7
Chelsea,Fulham,2,0,2,2,0,0,0,Win,C Pawson,1.18,8.0,17.0,1.16,8.0,16.0
Liverpool,Everton,1,0,1,3,0,1,0,Win,C Kavanagh,1.4,5.0,9.0,1.36,5.0,8.5
Bournemouth,Huddersfield,2,1,1,4,0,1,0,Win,R East,1.66,3.8,6.0,1.65,3.8,5.5
Brighton,Crystal Palace,3,1,2,5,0,1,0,Win,K Friend,3.0,3.1,2.7,2.85,3.0,2.75
Watford,Man City,1,2,-1,0,1,0,0,Loss,P Tierney,11.0,6.0,1.3,10.5,5.75,1.28
West Ham,Cardiff,3,1,2,1,0,0,0,Win,G Scott,1.66,4.0,5.75,1.6,4.0,5.75
Burnley,Liverpool,1,3,-2,0,1,0,0,Loss,S Attwell,14.0,5.75,1.28,11.5,5.75,1.26
Everton,Newcastle,1,1,0,0,1,0,0,Draw,L Mason,1.6,4.0,6.5,1.57,3.8,6.5
Fulham,Leicester,1,1,0,0,1,0,0,Draw,D Coote,3.0,3.5,2.45,3.0,3.4,2.35
Man United,Arsenal,2,2,0,0,1,0,0,Draw,A Marriner,2.45,3.5,3.0,2.3,3.6,2.95
Tottenham,Southampton,3,1,2,1,0,0,0,Win,A Taylor,1.36,5.25,9.5,1.36,5.0,8.5
Wolves,Chelsea,2,1,1,2,0,0,0,Win,J Moss,5.0,3.75,1.8,4.75,3.7,1.75
Arsenal,Huddersfield,1,0,1,3,0,1,0,Win,P Tierney,1.28,6.0,12.0,1.28,5.75,10.5
Bournemouth,Liverpool,0,4,-4,0,1,0,0,Loss,L Mason,5.75,4.5,1.6,5.5,4.33,1.57
Burnley,Brighton,1,0,1,1,0,0,0,Win,M Atkinson,2.9,3.2,2.75,2.85,3.1,2.65
Cardiff,Southampton,1,0,1,2,0,0,0,Win,J Moss,2.9,3.25,2.7,2.8,3.2,2.6
Chelsea,Man City,2,0,2,3,0,1,0,Win,M Oliver,4.0,3.8,1.95,3.9,3.7,1.91
Leicester,Tottenham,0,2,-2,0,1,0,0,Loss,C Pawson,3.8,3.75,2.0,3.9,3.5,1.95
Man United,Fulham,4,1,3,1,0,0,0,Win,L Probert,1.33,5.75,10.0,1.33,5.5,8.75
West Ham,Crystal Palace,3,2,1,2,0,0,0,Win,A Taylor,2.3,3.4,3.4,2.2,3.4,3.3
Newcastle,Wolves,1,2,-1,0,1,0,0,Loss,M Dean,2.9,3.2,2.7,2.85,3.1,2.65
Everton,Watford,2,2,0,0,1,0,0,Draw,K Friend,1.8,3.75,5.0,1.75,3.7,4.75
Crystal Palace,Leicester,1,0,1,1,0,0,0,Win,M Oliver,2.62,3.2,3.0,2.55,3.2,2.9
Fulham,West Ham,0,2,-2,0,1,0,0,Loss,M Dean,2.9,3.6,2.5,2.85,3.5,2.4
Huddersfield,Newcastle,0,1,-1,0,2,0,0,Loss,A Taylor,2.6,3.1,3.1,2.55,3.0,3.1
Man City,Everton,3,1,2,1,0,0,0,Win,C Pawson,1.22,7.5,13.0,1.22,7.0,12.0
Tottenham,Burnley,1,0,1,2,0,0,0,Win,G Scott,1.18,8.0,19.0,1.18,7.25,16.0
Watford,Cardiff,3,2,1,3,0,1,0,Win,A Madley,1.64,3.9,6.0,1.65,3.9,5.25
Wolves,Bournemouth,2,0,2,4,0,1,0,Win,S Hooper,1.95,3.6,4.33,1.95,3.5,4.0
Brighton,Chelsea,1,2,-1,0,1,0,0,Loss,S Attwell,7.5,4.5,1.5,8.0,4.5,1.42
Liverpool,Man United,3,1,2,1,0,0,0,Win,M Atkinson,1.57,4.5,6.0,1.53,4.33,6.0
Southampton,Arsenal,3,2,1,2,0,0,0,Win,C Kavanagh,4.1,3.9,1.9,4.0,3.7,1.9
Wolves,Liverpool,0,2,-2,0,1,0,0,Loss,C Pawson,7.0,4.0,1.57,6.5,3.9,1.57
Arsenal,Burnley,3,1,2,1,0,0,0,Win,K Friend,1.25,6.5,15.0,1.22,6.25,13.5
Bournemouth,Brighton,2,0,2,2,0,0,0,Win,M Dean,1.9,3.7,4.33,1.85,3.6,4.33
Cardiff,Man United,1,5,-4,0,1,0,0,Loss,M Oliver,6.5,4.2,1.57,5.75,4.0,1.6
Chelsea,Leicester,0,1,-1,0,2,0,0,Loss,L Probert,1.33,5.5,11.0,1.33,5.0,10.0
Huddersfield,Southampton,1,3,-2,0,3,0,1,Loss,S Attwell,3.1,3.1,2.6,3.1,3.1,2.5
Man City,Crystal Palace,2,3,-1,0,4,0,1,Loss,A Marriner,1.14,10.0,21.0,1.15,8.0,17.5
Newcastle,Fulham,0,0,0,0,4,0,1,Draw,M Atkinson,2.0,3.6,4.0,1.95,3.5,3.9
West Ham,Watford,0,2,-2,0,5,0,1,Loss,L Mason,2.37,3.5,3.1,2.25,3.5,3.1
Everton,Tottenham,2,6,-4,0,6,0,1,Loss,P Tierney,3.25,3.5,2.3,3.2,3.4,2.25
Brighton,Arsenal,1,1,0,0,6,0,1,Draw,A Taylor,5.25,3.9,1.72,5.25,3.9,1.67
Burnley,Everton,1,5,-4,0,7,0,1,Loss,M Oliver,4.33,3.5,1.95,4.33,3.4,1.91
Crystal Palace,Cardiff,0,0,0,0,7,0,1,Draw,L Probert,1.66,4.0,5.75,1.65,4.0,5.25
Fulham,Wolves,1,1,0,0,7,0,1,Draw,A Marriner,3.25,3.4,2.37,3.25,3.3,2.3
Leicester,Man City,2,1,1,1,0,0,0,Win,M Dean,9.5,5.25,1.36,8.5,5.0,1.36
Liverpool,Newcastle,4,0,4,2,0,0,0,Win,G Scott,1.16,8.5,19.0,1.16,8.0,16.0
Man United,Huddersfield,3,1,2,3,0,1,0,Win,J Moss,1.25,6.5,15.0,1.22,6.25,14.0
Tottenham,Bournemouth,5,0,5,4,0,1,0,Win,C Kavanagh,1.36,5.5,9.0,1.34,5.25,9.0
Watford,Chelsea,1,2,-1,0,1,0,0,Loss,M Atkinson,5.25,3.8,1.75,5.0,3.8,1.7
Southampton,West Ham,1,2,-1,0,2,0,0,Loss,C Pawson,2.3,3.5,3.3,2.2,3.5,3.2
Brighton,Everton,1,0,1,1,0,0,0,Win,A Madley,3.25,3.4,2.14,3.5,3.3,2.15
Fulham,Huddersfield,1,0,1,2,0,0,0,Win,K Friend,2.0,3.4,3.75,2.05,3.3,3.8
Leicester,Cardiff,0,1,-1,0,1,0,0,Loss,S Hooper,1.55,4.0,6.0,1.57,4.0,6.0
Liverpool,Arsenal,5,1,4,1,0,0,0,Win,M Oliver,1.5,4.5,5.75,1.5,4.6,6.0
Tottenham,Wolves,1,3,-2,0,1,0,0,Loss,S Attwell,1.33,5.0,8.5,1.33,5.25,9.0
Watford,Newcastle,1,1,0,0,1,0,0,Draw,R East,1.85,3.6,4.0,1.8,3.6,4.6
Burnley,West Ham,2,0,2,1,0,0,0,Win,D Coote,3.3,3.2,2.25,3.25,3.4,2.25
Crystal Palace,Chelsea,0,1,-1,0,1,0,0,Loss,C Pawson,4.75,4.0,1.66,5.0,3.8,1.7
Man United,Bournemouth,4,1,3,1,0,0,0,Win,L Mason,1.33,4.75,10.0,1.33,5.25,9.25
Southampton,Man City,1,3,-2,0,1,0,0,Loss,P Tierney,10.0,5.25,1.3,9.5,5.0,1.34
Arsenal,Fulham,4,1,3,1,0,0,0,Win,G Scott,1.33,5.75,9.5,1.33,5.5,8.75
Cardiff,Tottenham,0,3,-3,0,1,0,0,Loss,K Friend,7.5,4.5,1.5,7.25,4.6,1.44
Everton,Leicester,0,1,-1,0,2,0,0,Loss,M Atkinson,2.0,3.5,4.2,2.05,3.4,3.75
Bournemouth,Watford,3,3,0,0,2,0,0,Draw,D Coote,2.6,3.6,2.75,2.5,3.5,2.75
Chelsea,Southampton,0,0,0,0,2,0,0,Draw,J Moss,1.28,6.5,11.0,1.28,5.75,10.5
Huddersfield,Burnley,1,2,-1,0,3,0,1,Loss,M Dean,2.14,3.1,4.2,2.15,3.1,3.8
Newcastle,Man United,0,2,-2,0,4,0,1,Loss,A Marriner,6.0,4.2,1.61,6.0,4.0,1.57
West Ham,Brighton,2,2,0,0,4,0,1,Draw,C Kavanagh,1.95,3.75,4.0,1.95,3.5,3.9
Wolves,Crystal Palace,0,2,-2,0,5,0,1,Loss,R East,2.0,3.4,4.33,2.0,3.25,4.1
Man City,Liverpool,2,1,1,1,0,0,0,Win,A Taylor,2.04,3.8,3.6,2.05,3.8,3.3
Brighton,Liverpool,0,1,-1,0,1,0,0,Loss,K Friend,11.0,6.0,1.3,10.0,5.5,1.3
Burnley,Fulham,2,1,1,1,0,0,0,Win,M Atkinson,2.4,3.3,3.25,2.35,3.2,3.2
Cardiff,Huddersfield,0,0,0,1,0,0,0,Draw,L Mason,2.25,3.25,3.6,2.2,3.1,3.6
Chelsea,Newcastle,2,1,1,2,0,0,0,Win,C Kavanagh,1.22,7.0,15.0,1.22,6.25,13.5
Crystal Palace,Watford,1,2,-1,0,1,0,0,Loss,P Tierney,2.25,3.4,3.5,2.2,3.3,3.4
Leicester,Southampton,1,2,-1,0,2,0,0,Loss,M Oliver,1.95,3.5,4.33,1.91,3.5,4.1
West Ham,Arsenal,1,0,1,1,0,0,0,Win,J Moss,3.5,4.0,2.05,3.5,3.75,2.0
Everton,Bournemouth,2,0,2,2,0,0,0,Win,A Taylor,1.75,4.0,4.8,1.75,3.9,4.6
Tottenham,Man United,0,1,-1,0,1,0,0,Loss,M Dean,2.05,3.7,3.75,2.05,3.6,3.5
Man City,Wolves,3,0,3,1,0,0,0,Win,C Pawson,1.18,8.0,17.0,1.18,7.5,14.0
Arsenal,Chelsea,2,0,2,2,0,0,0,Win,A Taylor,3.1,3.6,2.37,3.0,3.5,2.3
Bournemouth,West Ham,2,0,2,3,0,1,0,Win,S Hooper,2.37,3.7,3.0,2.35,3.5,2.95
Liverpool,Crystal Palace,4,3,1,4,0,1,0,Win,J Moss,1.2,7.5,17.0,1.18,7.25,15.0
Man United,Brighton,2,1,1,5,0,1,0,Win,P Tierney,1.3,5.75,12.0,1.3,5.5,10.5
Newcastle,Cardiff,3,0,3,6,0,1,0,Win,S Attwell,1.95,3.4,4.5,1.95,3.25,4.33
Southampton,Everton,2,1,1,7,0,1,0,Win,G Scott,2.75,3.4,2.7,2.65,3.3,2.7
Watford,Burnley,0,0,0,7,0,1,0,Draw,M Oliver,1.65,4.0,5.75,1.62,4.0,5.5
Wolves,Leicester,4,3,1,8,0,1,0,Win,C Kavanagh,2.37,3.2,3.4,2.3,3.2,3.3
Fulham,Tottenham,1,2,-1,0,1,0,0,Loss,C Pawson,5.25,3.8,1.75,5.25,3.6,1.72
Huddersfield,Man City,0,3,-3,0,2,0,0,Loss,A Marriner,21.0,8.5,1.16,21.0,8.0,1.14
Arsenal,Cardiff,2,1,1,1,0,0,0,Win,M Dean,1.22,7.0,15.0,1.25,6.5,11.5
Fulham,Brighton,4,2,2,2,0,0,0,Win,L Probert,2.37,3.3,3.3,2.4,3.1,3.3
Huddersfield,Everton,0,1,-1,0,1,0,0,Loss,S Attwell,4.0,3.3,2.1,4.0,3.3,2.05
Man United,Burnley,2,2,0,0,1,0,0,Draw,J Moss,1.28,6.0,12.0,1.26,6.0,12.0
Newcastle,Man City,2,1,1,1,0,0,0,Win,P Tierney,19.0,8.0,1.18,16.5,7.5,1.18
Wolves,West Ham,3,0,3,2,0,0,0,Win,D Coote,2.1,3.5,3.75,2.1,3.4,3.75
Bournemouth,Chelsea,4,0,4,3,0,1,0,Win,R East,5.25,4.2,1.66,5.5,4.1,1.6
Liverpool,Leicester,1,1,0,3,0,1,0,Draw,M Atkinson,1.22,7.0,15.0,1.22,6.5,13.0
Southampton,Crystal Palace,1,1,0,3,0,1,0,Draw,A Marriner,2.4,3.4,3.2,2.3,3.3,3.2
Tottenham,Watford,2,1,1,4,0,1,0,Win,G Scott,1.66,4.0,5.75,1.65,3.9,5.25
Brighton,Watford,0,0,0,4,0,1,0,Draw,S Hooper,2.55,3.3,3.0,2.45,3.3,2.95
Burnley,Southampton,1,1,0,4,0,1,0,Draw,A Taylor,2.55,3.5,2.87,2.5,3.3,2.85
Cardiff,Bournemouth,2,0,2,5,0,1,0,Win,J Moss,3.25,3.5,2.3,3.0,3.4,2.35
Chelsea,Huddersfield,5,0,5,6,0,1,0,Win,P Tierney,1.2,7.5,19.0,1.17,7.5,16.5
Crystal Palace,Fulham,2,0,2,7,0,1,0,Win,M Oliver,2.05,3.5,4.0,2.0,3.5,3.8
Everton,Wolves,1,3,-2,0,1,0,0,Loss,L Mason,2.37,3.4,3.25,2.3,3.3,3.2
Tottenham,Newcastle,1,0,1,1,0,0,0,Win,A Marriner,1.44,4.5,9.0,1.42,4.5,8.25
Leicester,Man United,0,1,-1,0,1,0,0,Loss,M Dean,3.6,3.5,2.15,3.7,3.4,2.05
Man City,Arsenal,3,1,2,1,0,0,0,Win,M Atkinson,1.33,6.0,9.0,1.3,6.0,8.75
West Ham,Liverpool,1,1,0,1,0,0,0,Draw,K Friend,8.0,5.25,1.4,7.75,5.25,1.36
Everton,Man City,0,2,-2,0,1,0,0,Loss,C Pawson,10.0,6.25,1.3,10.0,6.0,1.28
Brighton,Burnley,1,3,-2,0,2,0,0,Loss,S Attwell,2.05,3.3,4.2,2.0,3.3,4.1
Crystal Palace,West Ham,1,1,0,0,2,0,0,Draw,C Pawson,2.1,3.5,3.75,2.05,3.4,3.75
Fulham,Man United,0,3,-3,0,3,0,1,Loss,P Tierney,5.5,4.4,1.61,5.5,4.0,1.62
Huddersfield,Arsenal,1,2,-1,0,4,0,1,Loss,J Moss,5.75,4.4,1.6,5.5,4.1,1.6
Liverpool,Bournemouth,3,0,3,1,0,0,0,Win,A Taylor,1.22,7.5,14.0,1.19,7.25,13.5
Southampton,Cardiff,1,2,-1,0,1,0,0,Loss,M Atkinson,1.75,3.9,5.0,1.75,3.7,4.75
Watford,Everton,1,0,1,1,0,0,0,Win,L Probert,2.35,3.5,3.2,2.25,3.4,3.2
Man City,Chelsea,6,0,6,2,0,0,0,Win,M Dean,1.5,4.75,7.0,1.48,4.5,6.5
Tottenham,Leicester,3,1,2,3,0,1,0,Win,M Oliver,1.7,3.9,5.5,1.65,3.9,5.25
Wolves,Newcastle,1,1,0,3,0,1,0,Draw,G Scott,1.7,3.75,5.75,1.7,3.6,5.5
Cardiff,Watford,1,5,-4,0,1,0,0,Loss,S Hooper,3.1,3.4,2.45,3.1,3.3,2.4
West Ham,Fulham,3,1,2,1,0,0,0,Win,L Mason,1.95,3.8,4.0,1.91,3.75,4.0
Bournemouth,Wolves,1,1,0,1,0,0,0,Draw,R East,2.87,3.4,2.62,2.8,3.25,2.6
Burnley,Tottenham,2,1,1,2,0,0,0,Win,M Dean,5.75,3.8,1.7,5.25,3.7,1.7
Leicester,Crystal Palace,1,4,-3,0,1,0,0,Loss,A Taylor,2.25,3.4,3.5,2.15,3.3,3.5
Newcastle,Huddersfield,2,0,2,1,0,0,0,Win,K Friend,1.83,3.5,5.25,1.83,3.4,4.75
Arsenal,Southampton,2,0,2,2,0,0,0,Win,G Scott,1.5,4.75,7.0,1.45,4.5,7.0
Man United,Liverpool,0,0,0,2,0,0,0,Draw,M Oliver,3.1,3.5,2.37,3.0,3.4,2.35
Cardiff,Everton,0,3,-3,0,1,0,0,Loss,K Friend,3.75,3.4,2.15,3.7,3.3,2.15
Huddersfield,Wolves,1,0,1,1,0,0,0,Win,D Coote,5.0,3.5,1.85,5.0,3.4,1.83
Leicester,Brighton,2,1,1,2,0,0,0,Win,L Probert,1.9,3.5,4.6,1.91,3.4,4.5
Newcastle,Burnley,2,0,2,3,0,1,0,Win,C Pawson,2.15,3.3,3.9,2.1,3.3,3.8
Arsenal,Bournemouth,5,1,4,4,0,1,0,Win,C Kavanagh,1.44,5.0,7.5,1.44,4.75,7.0
Chelsea,Tottenham,2,0,2,5,0,1,0,Win,A Marriner,2.3,3.5,3.25,2.3,3.4,3.1
Crystal Palace,Man United,1,3,-2,0,1,0,0,Loss,M Atkinson,3.25,3.5,2.3,3.1,3.4,2.3
Liverpool,Watford,5,0,5,1,0,0,0,Win,G Scott,1.28,6.0,12.0,1.25,6.0,12.5
Man City,West Ham,1,0,1,2,0,0,0,Win,S Attwell,1.16,9.0,19.0,1.16,7.5,17.0
Southampton,Fulham,2,0,2,3,0,1,0,Win,A Taylor,1.9,3.7,4.33,1.91,3.4,4.25
Bournemouth,Man City,0,1,-1,0,1,0,0,Loss,K Friend,13.0,7.5,1.22,12.0,7.0,1.22
Brighton,Huddersfield,1,0,1,1,0,0,0,Win,M Dean,1.85,3.4,5.25,1.78,3.4,5.25
Burnley,Crystal Palace,1,3,-2,0,1,0,0,Loss,L Probert,2.8,3.3,2.75,2.75,3.2,2.65
Man United,Southampton,3,2,1,1,0,0,0,Win,S Attwell,1.45,4.5,8.5,1.44,4.5,7.5
Tottenham,Arsenal,1,1,0,1,0,0,0,Draw,A Taylor,2.05,3.7,3.75,2.05,3.4,3.75
West Ham,Newcastle,2,0,2,2,0,0,0,Win,C Kavanagh,2.15,3.5,3.6,2.1,3.4,3.6
Wolves,Cardiff,2,0,2,3,0,1,0,Win,A Marriner,1.5,4.33,8.0,1.5,4.2,7.0
Everton,Liverpool,0,0,0,3,0,1,0,Draw,M Atkinson,6.0,4.2,1.61,5.5,4.1,1.6
Fulham,Chelsea,1,2,-1,0,1,0,0,Loss,G Scott,6.5,4.5,1.53,6.0,4.33,1.53
Watford,Leicester,2,1,1,1,0,0,0,Win,J Moss,2.55,3.3,3.0,2.45,3.2,3.0
Cardiff,West Ham,2,0,2,2,0,0,0,Win,G Scott,3.6,3.5,2.15,3.4,3.3,2.2
Crystal Palace,Brighton,1,2,-1,0,1,0,0,Loss,C Pawson,1.83,3.6,5.0,1.8,3.5,4.75
Huddersfield,Bournemouth,0,2,-2,0,2,0,0,Loss,A Taylor,3.4,3.3,2.35,3.4,3.2,2.25
Leicester,Fulham,3,1,2,1,0,0,0,Win,D Coote,1.57,4.5,6.0,1.6,4.1,5.5
Man City,Watford,3,1,2,2,0,0,0,Win,P Tierney,1.16,9.0,19.0,1.14,8.5,18.0
Newcastle,Everton,3,2,1,3,0,1,0,Win,L Mason,2.8,3.25,2.8,2.75,3.1,2.75
Southampton,Tottenham,2,1,1,4,0,1,0,Win,K Friend,4.5,3.8,1.85,4.2,3.7,1.85
Arsenal,Man United,2,0,2,5,0,1,0,Win,J Moss,2.4,3.6,3.0,2.35,3.5,2.95
Chelsea,Wolves,1,1,0,5,0,1,0,Draw,M Oliver,1.55,4.2,7.0,1.55,4.0,6.5
Liverpool,Burnley,4,2,2,6,0,1,0,Win,A Marriner,1.16,8.5,21.0,1.17,7.5,15.5
Bournemouth,Newcastle,2,2,0,6,0,1,0,Draw,M Dean,2.05,3.6,3.8,2.05,3.4,3.8
Burnley,Leicester,1,2,-1,0,1,0,0,Loss,M Oliver,3.1,3.4,2.45,3.0,3.3,2.4
West Ham,Huddersfield,4,3,1,1,0,0,0,Win,J Moss,1.55,4.2,7.0,1.57,4.0,6.0
Everton,Chelsea,2,0,2,2,0,0,0,Win,A Taylor,4.0,3.8,1.95,4.1,3.6,1.9
Fulham,Liverpool,1,2,-1,0,1,0,0,Loss,C Pawson,12.0,7.0,1.25,10.5,6.5,1.25
Brighton,Southampton,0,1,-1,0,2,0,0,Loss,M Oliver,2.55,3.2,3.1,2.6,3.0,3.0
Burnley,Wolves,2,0,2,1,0,0,0,Win,C Kavanagh,3.2,3.25,2.45,3.2,3.1,2.4
Crystal Palace,Huddersfield,2,0,2,2,0,0,0,Win,L Probert,1.45,4.4,9.0,1.45,4.25,8.0
Fulham,Man City,0,2,-2,0,1,0,0,Loss,K Friend,21.0,11.0,1.12,18.0,9.25,1.13
Leicester,Bournemouth,2,0,2,1,0,0,0,Win,L Mason,1.85,3.8,4.5,1.8,3.75,4.33
Man United,Watford,2,1,1,2,0,0,0,Win,S Attwell,1.44,4.75,8.0,1.42,4.75,7.5
West Ham,Everton,0,2,-2,0,1,0,0,Loss,P Tierney,2.55,3.5,2.9,2.55,3.3,2.8
Cardiff,Chelsea,1,2,-1,0,2,0,0,Loss,C Pawson,9.0,4.5,1.44,7.5,4.33,1.45
Liverpool,Tottenham,2,1,1,1,0,0,0,Win,M Atkinson,1.61,4.2,6.0,1.6,4.1,5.5
Arsenal,Newcastle,2,0,2,2,0,0,0,Win,A Taylor,1.36,5.25,9.5,1.36,5.0,8.5
Watford,Fulham,4,1,3,3,0,1,0,Win,R East,1.72,4.0,5.0,1.72,3.9,4.75
Wolves,Man United,2,1,1,4,0,1,0,Win,M Dean,4.0,3.6,2.0,4.0,3.6,1.91
Chelsea,Brighton,3,0,3,5,0,1,0,Win,G Scott,1.25,6.5,15.0,1.26,5.75,11.5
Man City,Cardiff,2,0,2,6,0,1,0,Win,J Moss,1.06,17.0,34.0,1.06,13.0,36.0
Tottenham,Crystal Palace,2,0,2,7,0,1,0,Win,A Marriner,1.45,5.0,7.5,1.42,4.75,7.25
Southampton,Liverpool,1,3,-2,0,1,0,0,Loss,P Tierney,9.0,5.0,1.4,8.5,4.75,1.4
Bournemouth,Burnley,1,3,-2,0,2,0,0,Loss,M Atkinson,2.1,3.6,3.75,2.1,3.5,3.5
Huddersfield,Leicester,1,4,-3,0,3,0,1,Loss,D Coote,5.0,4.0,1.72,5.0,3.8,1.7
Newcastle,Crystal Palace,0,1,-1,0,4,0,1,Loss,S Attwell,2.6,3.25,3.0,2.5,3.2,3.0
Everton,Arsenal,1,0,1,1,0,0,0,Win,K Friend,3.0,3.75,2.35,3.1,3.6,2.2
Chelsea,West Ham,2,0,2,2,0,0,0,Win,C Kavanagh,1.33,5.75,9.5,1.34,5.25,9.0
Leicester,Newcastle,0,1,-1,0,1,0,0,Loss,C Kavanagh,1.66,4.0,5.75,1.65,3.9,5.5
Brighton,Bournemouth,0,5,-5,0,2,0,0,Loss,K Friend,2.3,3.4,3.4,2.3,3.2,3.3
Burnley,Cardiff,2,0,2,1,0,0,0,Win,M Dean,1.9,3.6,4.5,1.91,3.4,4.25
Fulham,Everton,2,0,2,2,0,0,0,Win,L Probert,5.0,4.0,1.75,4.4,4.0,1.75
Man United,West Ham,2,1,1,3,0,1,0,Win,G Scott,1.4,5.25,8.5,1.42,4.75,7.5
Southampton,Wolves,3,1,2,4,0,1,0,Win,J Moss,2.6,3.25,3.0,2.6,3.1,2.9
Tottenham,Huddersfield,4,0,4,5,0,1,0,Win,L Mason,1.22,7.0,15.0,1.2,7.0,14.0
Crystal Palace,Man City,1,3,-2,0,1,0,0,Loss,M Atkinson,11.0,6.0,1.3,10.0,5.5,1.3
Liverpool,Chelsea,2,0,2,1,0,0,0,Win,M Oliver,1.66,4.2,5.25,1.67,4.0,5.0
Watford,Arsenal,0,1,-1,0,1,0,0,Loss,C Pawson,3.2,3.75,2.25,3.1,3.6,2.2
Brighton,Cardiff,0,2,-2,0,2,0,0,Loss,A Marriner,2.0,3.3,4.5,2.0,3.2,4.33
Bournemouth,Fulham,0,1,-1,0,3,0,1,Loss,D Coote,1.65,4.4,5.25,1.62,4.25,5.0
Huddersfield,Watford,1,2,-1,0,4,0,1,Loss,R East,4.4,3.9,1.85,4.4,3.75,1.8
Man City,Tottenham,1,0,1,1,0,0,0,Win,M Oliver,1.3,6.0,11.0,1.28,6.0,10.0
Newcastle,Southampton,3,1,2,2,0,0,0,Win,A Taylor,2.55,3.2,3.1,2.45,3.1,3.1
West Ham,Leicester,2,2,0,2,0,0,0,Draw,L Probert,3.3,3.5,2.3,3.1,3.4,2.3
Wolves,Brighton,0,0,0,2,0,0,0,Draw,C Pawson,1.75,3.5,6.0,1.72,3.5,5.5
Arsenal,Crystal Palace,2,3,-1,0,1,0,0,Loss,J Moss,1.53,4.6,6.5,1.53,4.5,5.75
Cardiff,Liverpool,0,2,-2,0,2,0,0,Loss,M Atkinson,17.0,7.5,1.2,16.5,6.25,1.2
Everton,Man United,4,0,4,1,0,0,0,Win,P Tierney,3.25,3.5,2.3,3.2,3.4,2.25
Chelsea,Burnley,2,2,0,1,0,0,0,Draw,K Friend,1.25,6.25,15.0,1.26,6.0,11.0
Tottenham,Brighton,1,0,1,2,0,0,0,Win,C Kavanagh,1.28,6.0,13.0,1.3,5.5,11.5
Watford,Southampton,1,1,0,2,0,0,0,Draw,M Dean,2.25,3.5,3.4,2.2,3.4,3.4
Man United,Man City,0,2,-2,0,1,0,0,Loss,A Marriner,7.5,5.0,1.44,7.0,4.75,1.44
Wolves,Arsenal,3,1,2,1,0,0,0,Win,S Attwell,2.9,3.5,2.55,2.85,3.4,2.45
Liverpool,Huddersfield,5,0,5,2,0,0,0,Win,K Friend,1.07,15.0,41.0,1.05,14.0,34.0
Brighton,Newcastle,1,1,0,2,0,0,0,Draw,M Dean,2.3,3.2,3.6,2.25,3.1,3.5
Crystal Palace,Everton,0,0,0,2,0,0,0,Draw,L Mason,2.62,3.5,2.8,2.55,3.4,2.75
Fulham,Cardiff,1,0,1,3,0,1,0,Win,C Kavanagh,2.4,3.6,3.0,2.35,3.5,2.95
Southampton,Bournemouth,3,3,0,3,0,1,0,Draw,G Scott,1.9,3.9,4.1,1.9,3.6,4.1
Tottenham,West Ham,0,1,-1,0,1,0,0,Loss,A Taylor,1.4,5.5,7.5,1.42,4.6,7.5
Watford,Wolves,1,2,-1,0,2,0,0,Loss,S Hooper,2.62,3.3,2.9,2.55,3.2,2.9
Burnley,Man City,0,1,-1,0,3,0,1,Loss,P Tierney,23.0,9.0,1.14,18.5,8.0,1.15
Leicester,Arsenal,3,0,3,1,0,0,0,Win,M Oliver,2.75,3.6,2.6,2.7,3.6,2.5
Man United,Chelsea,1,1,0,1,0,0,0,Draw,M Atkinson,2.7,3.5,2.7,2.65,3.4,2.65
Everton,Burnley,2,0,2,2,0,0,0,Win,C Kavanagh,1.66,4.0,5.75,1.65,3.8,5.75
