,0,1,2,3,4,5,6
0,HomeTeam,AwayTeam,Full time home goals,Full time away goals,Results,Win Streak,3 Game Streak
1,Burnley,Southampton,3,0,3,1,0
2,Arsenal,Burnley,2,1,-1,0,0
3,Wolves,Burnley,1,1,0,0,0
4,Burnley,Liverpool,0,3,-3,0,0
5,Brighton,Burnley,1,1,0,0,0
6,Burnley,Norwich,2,0,2,1,0
7,Aston Villa,Burnley,2,2,0,0,0
8,Burnley,Everton,1,0,1,1,0
9,Leicester,Burnley,2,1,-1,0,0
10,Burnley,Chelsea,2,4,-2,0,0
11,Sheffield United,Burnley,3,0,-3,0,0
12,Burnley,West Ham,3,0,3,1,0
13,Watford,Burnley,0,3,3,2,0
14,Burnley,Crystal Palace,0,2,-2,0,0
15,Burnley,Man City,1,4,-3,0,0
16,Tottenham,Burnley,5,0,-5,0,0
17,Burnley,Newcastle,1,0,1,1,0
18,Bournemouth,Burnley,0,1,1,2,0
19,Everton,Burnley,1,0,-1,0,0
20,Burnley,Man United,0,2,-2,0,0
21,Burnley,Aston Villa,1,2,-1,0,0
22,Chelsea,Burnley,3,0,-3,0,0
23,Burnley,Leicester,2,1,1,1,0
24,Man United,Burnley,0,2,2,2,0
25,Burnley,Arsenal,0,0,0,0,0
26,Southampton,Burnley,1,2,1,1,0
27,Burnley,Bournemouth,3,0,3,2,0
28,Newcastle,Burnley,0,0,0,0,0
29,Burnley,Tottenham,1,1,0,0,0
30,Man City,Burnley,5,0,-5,0,0
31,Burnley,Watford,1,0,1,1,0
32,Crystal Palace,Burnley,0,1,1,2,0
33,Burnley,Sheffield United,1,1,0,0,0
34,West Ham,Burnley,0,1,1,1,0
35,Liverpool,Burnley,1,1,0,0,0
36,Burnley,Wolves,1,1,0,0,0
37,Norwich,Burnley,0,2,2,1,0
38,Burnley,Brighton,1,2,-1,0,0
