,0,1,2,3,4,5,6
0,HomeTeam,AwayTeam,Full time home goals,Full time away goals,Results,Win Streak,3 Game Streak
1,Crystal Palace,Southampton,1,0,1,1,0
2,Man United,Crystal Palace,1,3,2,2,0
3,Crystal Palace,Everton,1,2,-1,0,0
4,Chelsea,Crystal Palace,4,0,-4,0,0
5,Crystal Palace,Brighton,1,1,0,0,0
6,Fulham,Crystal Palace,1,2,1,1,0
7,Wolves,Crystal Palace,2,0,-2,0,0
8,Crystal Palace,Leeds,4,1,3,1,0
9,Burnley,Crystal Palace,1,0,-1,0,0
10,Crystal Palace,Newcastle,0,2,-2,0,0
11,West Brom,Crystal Palace,1,5,4,1,0
12,Crystal Palace,Tottenham,1,1,0,0,0
13,West Ham,Crystal Palace,1,1,0,0,0
14,Crystal Palace,Liverpool,0,7,-7,0,0
15,Aston Villa,Crystal Palace,3,0,-3,0,0
16,Crystal Palace,Leicester,1,1,0,0,0
17,Crystal Palace,Sheffield United,2,0,2,1,0
18,Arsenal,Crystal Palace,0,0,0,0,0
19,Man City,Crystal Palace,4,0,-4,0,0
20,Crystal Palace,West Ham,2,3,-1,0,0
21,Crystal Palace,Wolves,1,0,1,1,0
22,Newcastle,Crystal Palace,1,2,1,2,0
23,Leeds,Crystal Palace,2,0,-2,0,0
24,Crystal Palace,Burnley,0,3,-3,0,0
25,Brighton,Crystal Palace,1,2,1,1,0
26,Crystal Palace,Fulham,0,0,0,0,0
27,Crystal Palace,Man United,0,0,0,0,0
28,Tottenham,Crystal Palace,4,1,-3,0,0
29,Crystal Palace,West Brom,1,0,1,1,0
30,Everton,Crystal Palace,1,1,0,0,0
31,Crystal Palace,Chelsea,1,4,-3,0,0
32,Leicester,Crystal Palace,2,1,-1,0,0
33,Crystal Palace,Man City,0,2,-2,0,0
34,Sheffield United,Crystal Palace,0,2,2,1,0
35,Southampton,Crystal Palace,3,1,-2,0,0
36,Crystal Palace,Aston Villa,3,2,1,1,0
37,Crystal Palace,Arsenal,1,3,-2,0,0
38,Liverpool,Crystal Palace,2,0,-2,0,0
