,0,1,2,3,4,5,6
0,HomeTeam,AwayTeam,Full time home goals,Full time away goals,Results,Win Streak,3 Game Streak
1,Newcastle,Tottenham,0,2,2,1,0
2,Tottenham,Chelsea,1,2,-1,0,0
3,Tottenham,Burnley,1,1,0,0,0
4,Everton,Tottenham,0,3,3,1,0
5,Tottenham,Swansea,0,0,0,0,0
6,West Ham,Tottenham,2,3,1,1,0
7,Huddersfield,Tottenham,0,4,4,2,0
8,Tottenham,Bournemouth,1,0,1,3,1
9,Tottenham,Liverpool,4,1,3,4,1
10,Man United,Tottenham,1,0,-1,0,0
11,Tottenham,Crystal Palace,1,0,1,1,0
12,Arsenal,Tottenham,2,0,-2,0,0
13,Tottenham,West Brom,1,1,0,0,0
14,Leicester,Tottenham,2,1,-1,0,0
15,Watford,Tottenham,1,1,0,0,0
16,Tottenham,Stoke,5,1,4,1,0
17,Tottenham,Brighton,2,0,2,2,0
18,Man City,Tottenham,4,1,-3,0,0
19,Burnley,Tottenham,0,3,3,1,0
20,Tottenham,Southampton,5,2,3,2,0
21,Swansea,Tottenham,0,2,2,3,1
22,Tottenham,West Ham,1,1,0,0,0
23,Tottenham,Everton,4,0,4,1,0
24,Southampton,Tottenham,1,1,0,0,0
25,Tottenham,Man United,2,0,2,1,0
26,Liverpool,Tottenham,2,2,0,0,0
27,Tottenham,Arsenal,1,0,1,1,0
28,Crystal Palace,Tottenham,0,1,1,2,0
29,Tottenham,Huddersfield,2,0,2,3,1
30,Bournemouth,Tottenham,1,4,3,4,1
31,Chelsea,Tottenham,1,3,2,5,1
32,Stoke,Tottenham,1,2,1,6,1
33,Tottenham,Man City,1,3,-2,0,0
34,Brighton,Tottenham,1,1,0,0,0
35,Tottenham,Watford,2,0,2,1,0
36,West Brom,Tottenham,1,0,-1,0,0
37,Tottenham,Newcastle,1,0,1,1,0
38,Tottenham,Leicester,5,4,1,2,0
