,0,1,2,3,4,5,6
0,HomeTeam,AwayTeam,Full time home goals,Full time away goals,Results,Win Streak,3 Game Streak
1,Brighton,Chelsea,1,3,2,1,0
2,Chelsea,Liverpool,0,2,-2,0,0
3,West Brom,Chelsea,3,3,0,0,0
4,Chelsea,Crystal Palace,4,0,4,1,0
5,Chelsea,Southampton,3,3,0,0,0
6,Man United,Chelsea,0,0,0,0,0
7,Burnley,Chelsea,0,3,3,1,0
8,Chelsea,Sheffield United,4,1,3,2,0
9,Newcastle,Chelsea,0,2,2,3,1
10,Chelsea,Tottenham,0,0,0,0,0
11,Chelsea,Leeds,3,1,2,1,0
12,Everton,Chelsea,1,0,-1,0,0
13,Wolves,Chelsea,2,1,-1,0,0
14,Chelsea,West Ham,3,0,3,1,0
15,Arsenal,Chelsea,3,1,-2,0,0
16,Chelsea,Aston Villa,1,1,0,0,0
17,Chelsea,Man City,1,3,-2,0,0
18,Fulham,Chelsea,0,1,1,1,0
19,Leicester,Chelsea,2,0,-2,0,0
20,Chelsea,Wolves,0,0,0,0,0
21,Chelsea,Burnley,2,0,2,1,0
22,Tottenham,Chelsea,0,1,1,2,0
23,Sheffield United,Chelsea,1,2,1,3,1
24,Chelsea,Newcastle,2,0,2,4,1
25,Southampton,Chelsea,1,1,0,0,0
26,Chelsea,Man United,0,0,0,0,0
27,Liverpool,Chelsea,0,1,1,1,0
28,Chelsea,Everton,2,0,2,2,0
29,Leeds,Chelsea,0,0,0,0,0
30,Chelsea,West Brom,2,5,-3,0,0
31,Crystal Palace,Chelsea,1,4,3,1,0
32,Chelsea,Brighton,0,0,0,0,0
33,West Ham,Chelsea,0,1,1,1,0
34,Chelsea,Fulham,2,0,2,2,0
35,Man City,Chelsea,1,2,1,3,1
36,Chelsea,Arsenal,0,1,-1,0,0
37,Chelsea,Leicester,2,1,1,1,0
38,Aston Villa,Chelsea,2,1,-1,0,0
