,0,1,2,3,4,5,6
0,HomeTeam,AwayTeam,Full time home goals,Full time away goals,Results,Win Streak,3 Game Streak
1,Man United,Chelsea,4,0,-4,0,0
2,Chelsea,Leicester,1,1,0,0,0
3,Norwich,Chelsea,2,3,1,1,0
4,Chelsea,Sheffield United,2,2,0,0,0
5,Wolves,Chelsea,2,5,3,1,0
6,Chelsea,Liverpool,1,2,-1,0,0
7,Chelsea,Brighton,2,0,2,1,0
8,Southampton,Chelsea,1,4,3,2,0
9,Chelsea,Newcastle,1,0,1,3,1
10,Burnley,Chelsea,2,4,2,4,1
11,Watford,Chelsea,1,2,1,5,1
12,Chelsea,Crystal Palace,2,0,2,6,1
13,Man City,Chelsea,2,1,-1,0,0
14,Chelsea,West Ham,0,1,-1,0,0
15,Chelsea,Aston Villa,2,1,1,1,0
16,Everton,Chelsea,3,1,-2,0,0
17,Chelsea,Bournemouth,0,1,-1,0,0
18,Tottenham,Chelsea,0,2,2,1,0
19,Chelsea,Southampton,0,2,-2,0,0
20,Arsenal,Chelsea,1,2,1,1,0
21,Brighton,Chelsea,1,1,0,0,0
22,Chelsea,Burnley,3,0,3,1,0
23,Newcastle,Chelsea,1,0,-1,0,0
24,Chelsea,Arsenal,2,2,0,0,0
25,Leicester,Chelsea,2,2,0,0,0
26,Chelsea,Man United,0,2,-2,0,0
27,Chelsea,Tottenham,2,1,1,1,0
28,Bournemouth,Chelsea,2,2,0,0,0
29,Chelsea,Everton,4,0,4,1,0
30,Aston Villa,Chelsea,1,2,1,2,0
31,Chelsea,Man City,2,1,1,3,1
32,West Ham,Chelsea,3,2,-1,0,0
33,Chelsea,Watford,3,0,3,1,0
34,Crystal Palace,Chelsea,2,3,1,2,0
35,Sheffield United,Chelsea,3,0,-3,0,0
36,Chelsea,Norwich,1,0,1,1,0
37,Liverpool,Chelsea,5,3,-2,0,0
38,Chelsea,Wolves,2,0,2,1,0
