,0,1,2,3,4,5,6
0,HomeTeam,AwayTeam,Full time home goals,Full time away goals,Results,Win Streak,3 Game Streak
1,Liverpool,Leeds,4,3,1,1,0
2,Chelsea,Liverpool,0,2,2,2,0
3,Liverpool,Arsenal,3,1,2,3,1
4,Aston Villa,Liverpool,7,2,-5,0,0
5,Everton,Liverpool,2,2,0,0,0
6,Liverpool,Sheffield United,2,1,1,1,0
7,Liverpool,West Ham,2,1,1,2,0
8,Man City,Liverpool,1,1,0,0,0
9,Liverpool,Leicester,3,0,3,1,0
10,Brighton,Liverpool,1,1,0,0,0
11,Liverpool,Wolves,4,0,4,1,0
12,Fulham,Liverpool,1,1,0,0,0
13,Liverpool,Tottenham,2,1,1,1,0
14,Crystal Palace,Liverpool,0,7,7,2,0
15,Liverpool,West Brom,1,1,0,0,0
16,Newcastle,Liverpool,0,0,0,0,0
17,Southampton,Liverpool,1,0,-1,0,0
18,Liverpool,Man United,0,0,0,0,0
19,Liverpool,Burnley,0,1,-1,0,0
20,Tottenham,Liverpool,1,3,2,1,0
21,West Ham,Liverpool,1,3,2,2,0
22,Liverpool,Brighton,0,1,-1,0,0
23,Liverpool,Man City,1,4,-3,0,0
24,Leicester,Liverpool,3,1,-2,0,0
25,Liverpool,Everton,0,2,-2,0,0
26,Sheffield United,Liverpool,0,2,2,1,0
27,Liverpool,Chelsea,0,1,-1,0,0
28,Liverpool,Fulham,0,1,-1,0,0
29,Wolves,Liverpool,0,1,1,1,0
30,Arsenal,Liverpool,0,3,3,2,0
31,Liverpool,Aston Villa,2,1,1,3,1
32,Leeds,Liverpool,1,1,0,0,0
33,Liverpool,Newcastle,1,1,0,0,0
34,Liverpool,Southampton,2,0,2,1,0
35,Man United,Liverpool,2,4,2,2,0
36,West Brom,Liverpool,1,2,1,3,1
37,Burnley,Liverpool,0,3,3,4,1
38,Liverpool,Crystal Palace,2,0,2,5,1
