,0,1,2,3,4,5,6
0,HomeTeam,AwayTeam,Full time home goals,Full time away goals,Results,Win Streak,3 Game Streak
1,Man United,Chelsea,4,0,4,1,0
2,Wolves,Man United,1,1,0,0,0
3,Man United,Crystal Palace,1,2,-1,0,0
4,Southampton,Man United,1,1,0,0,0
5,Man United,Leicester,1,0,1,1,0
6,West Ham,Man United,2,0,-2,0,0
7,Man United,Arsenal,1,1,0,0,0
8,Newcastle,Man United,1,0,-1,0,0
9,Man United,Liverpool,1,1,0,0,0
10,Norwich,Man United,1,3,2,1,0
11,Bournemouth,Man United,1,0,-1,0,0
12,Man United,Brighton,3,1,2,1,0
13,Sheffield United,Man United,3,3,0,0,0
14,Man United,Aston Villa,2,2,0,0,0
15,Man United,Tottenham,2,1,1,1,0
16,Man City,Man United,1,2,1,2,0
17,Man United,Everton,1,1,0,0,0
18,Watford,Man United,2,0,-2,0,0
19,Man United,Newcastle,4,1,3,1,0
20,Burnley,Man United,0,2,2,2,0
21,Arsenal,Man United,2,0,-2,0,0
22,Man United,Norwich,4,0,4,1,0
23,Liverpool,Man United,2,0,-2,0,0
24,Man United,Burnley,0,2,-2,0,0
25,Man United,Wolves,0,0,0,0,0
26,Chelsea,Man United,0,2,2,1,0
27,Man United,Watford,3,0,3,2,0
28,Everton,Man United,1,1,0,0,0
29,Man United,Man City,2,0,2,1,0
30,Tottenham,Man United,1,1,0,0,0
31,Man United,Sheffield United,3,0,3,1,0
32,Brighton,Man United,0,3,3,2,0
33,Man United,Bournemouth,5,2,3,3,1
34,Aston Villa,Man United,0,3,3,4,1
35,Man United,Southampton,2,2,0,0,0
36,Crystal Palace,Man United,0,2,2,1,0
37,Man United,West Ham,1,1,0,0,0
38,Leicester,Man United,0,2,2,1,0
