,0,1,2,3,4,5,6
0,HomeTeam,AwayTeam,Full time home goals,Full time away goals,Results,Win Streak,3 Game Streak
1,Burnley,Southampton,3,0,-3,0,0
2,Southampton,Liverpool,1,2,-1,0,0
3,Brighton,Southampton,0,2,2,1,0
4,Southampton,Man United,1,1,0,0,0
5,Sheffield United,Southampton,0,1,1,1,0
6,Southampton,Bournemouth,1,3,-2,0,0
7,Tottenham,Southampton,2,1,-1,0,0
8,Southampton,Chelsea,1,4,-3,0,0
9,Wolves,Southampton,1,1,0,0,0
10,Southampton,Leicester,0,9,-9,0,0
11,Man City,Southampton,2,1,-1,0,0
12,Southampton,Everton,1,2,-1,0,0
13,Arsenal,Southampton,2,2,0,0,0
14,Southampton,Watford,2,1,1,1,0
15,Southampton,Norwich,2,1,1,2,0
16,Newcastle,Southampton,2,1,-1,0,0
17,Southampton,West Ham,0,1,-1,0,0
18,Aston Villa,Southampton,1,3,2,1,0
19,Chelsea,Southampton,0,2,2,2,0
20,Southampton,Crystal Palace,1,1,0,0,0
21,Southampton,Tottenham,1,0,1,1,0
22,Leicester,Southampton,1,2,1,2,0
23,Southampton,Wolves,2,3,-1,0,0
24,Crystal Palace,Southampton,0,2,2,1,0
25,Liverpool,Southampton,4,0,-4,0,0
26,Southampton,Burnley,1,2,-1,0,0
27,Southampton,Aston Villa,2,0,2,1,0
28,West Ham,Southampton,3,1,-2,0,0
29,Southampton,Newcastle,0,1,-1,0,0
30,Norwich,Southampton,0,3,3,1,0
31,Southampton,Arsenal,0,2,-2,0,0
32,Watford,Southampton,1,3,2,1,0
33,Southampton,Man City,1,0,1,2,0
34,Everton,Southampton,1,1,0,0,0
35,Man United,Southampton,2,2,0,0,0
36,Southampton,Brighton,1,1,0,0,0
37,Bournemouth,Southampton,0,2,2,1,0
38,Southampton,Sheffield United,3,1,2,2,0
