,0,1,2,3,4,5,6
0,HomeTeam,AwayTeam,Full time home goals,Full time away goals,Results,Win Streak,3 Game Streak
1,Arsenal,Man City,0,2,2,1,0
2,Man City,Huddersfield,6,1,5,2,0
3,Wolves,Man City,1,1,0,0,0
4,Man City,Newcastle,2,1,1,1,0
5,Man City,Fulham,3,0,3,2,0
6,Cardiff,Man City,0,5,5,3,1
7,Man City,Brighton,2,0,2,4,1
8,Liverpool,Man City,0,0,0,0,0
9,Man City,Burnley,5,0,5,1,0
10,Tottenham,Man City,0,1,1,2,0
11,Man City,Southampton,6,1,5,3,1
12,Man City,Man United,3,1,2,4,1
13,West Ham,Man City,0,4,4,5,1
14,Man City,Bournemouth,3,1,2,6,1
15,Watford,Man City,1,2,1,7,1
16,Chelsea,Man City,2,0,-2,0,0
17,Man City,Everton,3,1,2,1,0
18,Man City,Crystal Palace,2,3,-1,0,0
19,Leicester,Man City,2,1,-1,0,0
20,Southampton,Man City,1,3,2,1,0
21,Man City,Liverpool,2,1,1,2,0
22,Man City,Wolves,3,0,3,3,1
23,Huddersfield,Man City,0,3,3,4,1
24,Newcastle,Man City,2,1,-1,0,0
25,Man City,Arsenal,3,1,2,1,0
26,Everton,Man City,0,2,2,2,0
27,Man City,Chelsea,6,0,6,3,1
28,Man City,West Ham,1,0,1,4,1
29,Bournemouth,Man City,0,1,1,5,1
30,Man City,Watford,3,1,2,6,1
31,Fulham,Man City,0,2,2,7,1
32,Man City,Cardiff,2,0,2,8,1
33,Crystal Palace,Man City,1,3,2,9,1
34,Man City,Tottenham,1,0,1,10,1
35,Man United,Man City,0,2,2,11,1
36,Burnley,Man City,0,1,1,12,1
37,Man City,Leicester,1,0,1,13,1
38,Brighton,Man City,1,4,3,14,1
