,0,1,2,3,4,5,6
0,HomeTeam,AwayTeam,Full time home goals,Full time away goals,Results,Win Streak,3 Game Streak
1,Fulham,Arsenal,0,3,3,1,0
2,Arsenal,West Ham,2,1,1,2,0
3,Liverpool,Arsenal,3,1,-2,0,0
4,Arsenal,Sheffield United,2,1,1,1,0
5,Man City,Arsenal,1,0,-1,0,0
6,Arsenal,Leicester,0,1,-1,0,0
7,Man United,Arsenal,0,1,1,1,0
8,Arsenal,Aston Villa,0,3,-3,0,0
9,Leeds,Arsenal,0,0,0,0,0
10,Arsenal,Wolves,1,2,-1,0,0
11,Tottenham,Arsenal,2,0,-2,0,0
12,Arsenal,Burnley,0,1,-1,0,0
13,Arsenal,Southampton,1,1,0,0,0
14,Everton,Arsenal,2,1,-1,0,0
15,Arsenal,Chelsea,3,1,2,1,0
16,Brighton,Arsenal,0,1,1,2,0
17,West Brom,Arsenal,0,4,4,3,1
18,Arsenal,Crystal Palace,0,0,0,0,0
19,Arsenal,Newcastle,3,0,3,1,0
20,Southampton,Arsenal,1,3,2,2,0
21,Arsenal,Man United,0,0,0,0,0
22,Wolves,Arsenal,2,1,-1,0,0
23,Aston Villa,Arsenal,1,0,-1,0,0
24,Arsenal,Leeds,4,2,2,1,0
25,Arsenal,Man City,0,1,-1,0,0
26,Leicester,Arsenal,1,3,2,1,0
27,Burnley,Arsenal,1,1,0,0,0
28,Arsenal,Tottenham,2,1,1,1,0
29,West Ham,Arsenal,3,3,0,0,0
30,Arsenal,Liverpool,0,3,-3,0,0
31,Sheffield United,Arsenal,0,3,3,1,0
32,Arsenal,Fulham,1,1,0,0,0
33,Arsenal,Everton,0,1,-1,0,0
34,Newcastle,Arsenal,0,2,2,1,0
35,Arsenal,West Brom,3,1,2,2,0
36,Chelsea,Arsenal,0,1,1,3,1
37,Crystal Palace,Arsenal,1,3,2,4,1
38,Arsenal,Brighton,2,0,2,5,1
