,0,1,2,3,4,5,6
0,HomeTeam,AwayTeam,Full time home goals,Full time away goals,Results,Win Streak,3 Game Streak
1,West Brom,Leicester,0,3,3,1,0
2,Leicester,Burnley,4,2,2,2,0
3,Man City,Leicester,2,5,3,3,1
4,Leicester,West Ham,0,3,-3,0,0
5,Leicester,Aston Villa,0,1,-1,0,0
6,Arsenal,Leicester,0,1,1,1,0
7,Leeds,Leicester,1,4,3,2,0
8,Leicester,Wolves,1,0,1,3,1
9,Liverpool,Leicester,3,0,-3,0,0
10,Leicester,Fulham,1,2,-1,0,0
11,Sheffield United,Leicester,1,2,1,1,0
12,Leicester,Brighton,3,0,3,2,0
13,Leicester,Everton,0,2,-2,0,0
14,Tottenham,Leicester,0,2,2,1,0
15,Leicester,Man United,2,2,0,0,0
16,Crystal Palace,Leicester,1,1,0,0,0
17,Newcastle,Leicester,1,2,1,1,0
18,Leicester,Southampton,2,0,2,2,0
19,Leicester,Chelsea,2,0,2,3,1
20,Everton,Leicester,1,1,0,0,0
21,Leicester,Leeds,1,3,-2,0,0
22,Fulham,Leicester,0,2,2,1,0
23,Wolves,Leicester,0,0,0,0,0
24,Leicester,Liverpool,3,1,2,1,0
25,Aston Villa,Leicester,1,2,1,2,0
26,Leicester,Arsenal,1,3,-2,0,0
27,Burnley,Leicester,1,1,0,0,0
28,Brighton,Leicester,1,2,1,1,0
29,Leicester,Sheffield United,5,0,5,2,0
30,Leicester,Man City,0,2,-2,0,0
31,West Ham,Leicester,3,2,-1,0,0
32,Leicester,West Brom,3,0,3,1,0
33,Leicester,Crystal Palace,2,1,1,2,0
34,Southampton,Leicester,1,1,0,0,0
35,Leicester,Newcastle,2,4,-2,0,0
36,Man United,Leicester,1,2,1,1,0
37,Chelsea,Leicester,2,1,-1,0,0
38,Leicester,Tottenham,2,4,-2,0,0
