,0,1,2,3,4,5,6
0,HomeTeam,AwayTeam,Full time home goals,Full time away goals,Results,Win Streak,3 Game Streak
1,Liverpool,West Ham,4,0,-4,0,0
2,West Ham,Bournemouth,1,2,-1,0,0
3,Arsenal,West Ham,3,1,-2,0,0
4,West Ham,Wolves,0,1,-1,0,0
5,Everton,West Ham,1,3,2,1,0
6,West Ham,Chelsea,0,0,0,0,0
7,West Ham,Man United,3,1,2,1,0
8,Brighton,West Ham,1,0,-1,0,0
9,West Ham,Tottenham,0,1,-1,0,0
10,Leicester,West Ham,1,1,0,0,0
11,West Ham,Burnley,4,2,2,1,0
12,Huddersfield,West Ham,1,1,0,0,0
13,West Ham,Man City,0,4,-4,0,0
14,Newcastle,West Ham,0,3,3,1,0
15,West Ham,Cardiff,3,1,2,2,0
16,West Ham,Crystal Palace,3,2,1,3,1
17,Fulham,West Ham,0,2,2,4,1
18,West Ham,Watford,0,2,-2,0,0
19,Southampton,West Ham,1,2,1,1,0
20,Burnley,West Ham,2,0,-2,0,0
21,West Ham,Brighton,2,2,0,0,0
22,West Ham,Arsenal,1,0,1,1,0
23,Bournemouth,West Ham,2,0,-2,0,0
24,Wolves,West Ham,3,0,-3,0,0
25,West Ham,Liverpool,1,1,0,0,0
26,Crystal Palace,West Ham,1,1,0,0,0
27,West Ham,Fulham,3,1,2,1,0
28,Man City,West Ham,1,0,-1,0,0
29,West Ham,Newcastle,2,0,2,1,0
30,Cardiff,West Ham,2,0,-2,0,0
31,West Ham,Huddersfield,4,3,1,1,0
32,West Ham,Everton,0,2,-2,0,0
33,Chelsea,West Ham,2,0,-2,0,0
34,Man United,West Ham,2,1,-1,0,0
35,West Ham,Leicester,2,2,0,0,0
36,Tottenham,West Ham,0,1,1,1,0
37,West Ham,Southampton,3,0,3,2,0
38,Watford,West Ham,1,4,3,3,1
