,0,1,2,3,4,5,6
0,HomeTeam,AwayTeam,Full time home goals,Full time away goals,Results,Win Streak,3 Game Streak
1,Fulham,Crystal Palace,0,2,2,1,0
2,Crystal Palace,Liverpool,0,2,-2,0,0
3,Watford,Crystal Palace,2,1,-1,0,0
4,Crystal Palace,Southampton,0,2,-2,0,0
5,Huddersfield,Crystal Palace,0,1,1,1,0
6,Crystal Palace,Newcastle,0,0,0,0,0
7,Bournemouth,Crystal Palace,2,1,-1,0,0
8,Crystal Palace,Wolves,0,1,-1,0,0
9,Everton,Crystal Palace,2,0,-2,0,0
10,Crystal Palace,Arsenal,2,2,0,0,0
11,Chelsea,Crystal Palace,3,1,-2,0,0
12,Crystal Palace,Tottenham,0,1,-1,0,0
13,Man United,Crystal Palace,0,0,0,0,0
14,Crystal Palace,Burnley,2,0,2,1,0
15,Brighton,Crystal Palace,3,1,-2,0,0
16,West Ham,Crystal Palace,3,2,-1,0,0
17,Crystal Palace,Leicester,1,0,1,1,0
18,Man City,Crystal Palace,2,3,1,2,0
19,Crystal Palace,Cardiff,0,0,0,0,0
20,Crystal Palace,Chelsea,0,1,-1,0,0
21,Wolves,Crystal Palace,0,2,2,1,0
22,Crystal Palace,Watford,1,2,-1,0,0
23,Liverpool,Crystal Palace,4,3,-1,0,0
24,Southampton,Crystal Palace,1,1,0,0,0
25,Crystal Palace,Fulham,2,0,2,1,0
26,Crystal Palace,West Ham,1,1,0,0,0
27,Leicester,Crystal Palace,1,4,3,1,0
28,Crystal Palace,Man United,1,3,-2,0,0
29,Burnley,Crystal Palace,1,3,2,1,0
30,Crystal Palace,Brighton,1,2,-1,0,0
31,Crystal Palace,Huddersfield,2,0,2,1,0
32,Tottenham,Crystal Palace,2,0,-2,0,0
33,Newcastle,Crystal Palace,0,1,1,1,0
34,Crystal Palace,Man City,1,3,-2,0,0
35,Arsenal,Crystal Palace,2,3,1,1,0
36,Crystal Palace,Everton,0,0,0,0,0
37,Cardiff,Crystal Palace,2,3,1,1,0
38,Crystal Palace,Bournemouth,5,3,2,2,0
