Opponent,HomeBool,FTHG,FTAG,ScoreDiff,WinStreak,TGS,Results,Referee,B365H,B365D,B365A,BWH,BWD,BWA
Arsenal,1,3,2,1,2,0,Win,M Atkinson,1.8,4.0,4.5,1.78,3.8,4.5
Newcastle,0,1,2,1,3,1,Win,P Tierney,5.75,4.0,1.66,5.25,3.8,1.67
Bournemouth,1,2,0,2,4,1,Win,L Mason,1.3,6.0,11.0,1.28,6.0,9.5
Cardiff,1,4,1,3,5,1,Win,J Moss,1.18,8.0,19.0,1.19,7.0,15.0
West Ham,0,0,0,0,0,0,Draw,M Dean,6.0,4.5,1.57,5.75,4.25,1.55
Liverpool,1,1,1,0,0,0,Draw,A Marriner,2.8,3.6,2.54,2.85,3.5,2.4
Southampton,0,0,3,3,1,0,Win,C Pawson,6.0,4.1,1.61,6.0,3.9,1.6
Man United,1,2,2,0,0,0,Draw,M Dean,1.75,3.8,5.25,1.72,3.7,5.0
Burnley,0,0,4,4,1,0,Win,C Pawson,11.0,5.0,1.36,11.0,4.75,1.33
Crystal Palace,1,3,1,2,2,0,Win,M Oliver,1.25,6.75,13.0,1.26,6.0,11.5
Everton,1,0,0,0,0,0,Draw,K Friend,1.4,5.25,8.5,1.4,4.75,8.0
Tottenham,0,3,1,-2,0,0,Loss,M Atkinson,2.8,3.5,2.6,2.7,3.5,2.55
Fulham,1,2,0,2,1,0,Win,C Pawson,1.18,8.0,17.0,1.16,8.0,16.0
Wolves,0,2,1,-1,0,0,Loss,J Moss,5.0,3.75,1.8,4.75,3.7,1.75
Man City,1,2,0,2,1,0,Win,M Oliver,4.0,3.8,1.95,3.9,3.7,1.91
Brighton,0,1,2,1,2,0,Win,S Attwell,7.5,4.5,1.5,8.0,4.5,1.42
Leicester,1,0,1,-1,0,0,Loss,L Probert,1.33,5.5,11.0,1.33,5.0,10.0
Watford,0,1,2,1,1,0,Win,M Atkinson,5.25,3.8,1.75,5.0,3.8,1.7
Crystal Palace,0,0,1,1,2,0,Win,C Pawson,4.75,4.0,1.66,5.0,3.8,1.7
Southampton,1,0,0,0,0,0,Draw,J Moss,1.28,6.5,11.0,1.28,5.75,10.5
Newcastle,1,2,1,1,1,0,Win,C Kavanagh,1.22,7.0,15.0,1.22,6.25,13.5
Arsenal,0,2,0,-2,0,0,Loss,A Taylor,3.1,3.6,2.37,3.0,3.5,2.3
Bournemouth,0,4,0,-4,0,0,Loss,R East,5.25,4.2,1.66,5.5,4.1,1.6
Huddersfield,1,5,0,5,1,0,Win,P Tierney,1.2,7.5,19.0,1.17,7.5,16.5
Man City,0,6,0,-6,0,0,Loss,M Dean,1.5,4.75,7.0,1.48,4.5,6.5
Tottenham,1,2,0,2,1,0,Win,A Marriner,2.3,3.5,3.25,2.3,3.4,3.1
Fulham,0,1,2,1,2,0,Win,G Scott,6.5,4.5,1.53,6.0,4.33,1.53
Wolves,1,1,1,0,0,0,Draw,M Oliver,1.55,4.2,7.0,1.55,4.0,6.5
Everton,0,2,0,-2,0,0,Loss,A Taylor,4.0,3.8,1.95,4.1,3.6,1.9
Cardiff,0,1,2,1,1,0,Win,C Pawson,9.0,4.5,1.44,7.5,4.33,1.45
Brighton,1,3,0,3,2,0,Win,G Scott,1.25,6.5,15.0,1.26,5.75,11.5
West Ham,1,2,0,2,3,1,Win,C Kavanagh,1.33,5.75,9.5,1.34,5.25,9.0
Liverpool,0,2,0,-2,0,0,Loss,M Oliver,1.66,4.2,5.25,1.67,4.0,5.0
Burnley,1,2,2,0,0,0,Draw,K Friend,1.25,6.25,15.0,1.26,6.0,11.0
Man United,0,1,1,0,0,0,Draw,M Atkinson,2.7,3.5,2.7,2.65,3.4,2.65
Watford,1,3,0,3,1,0,Win,P Tierney,1.4,5.25,8.0,1.4,4.75,8.0
Leicester,0,0,0,0,0,0,Draw,A Taylor,2.4,3.75,2.9,2.35,3.6,2.85
Man United,0,4,0,-4,0,0,Loss,A Taylor,2.1,3.3,3.5,2.15,3.3,3.5
Leicester,1,1,1,0,0,0,Draw,O Langford,1.7,3.75,5.0,1.72,3.7,5.0
Norwich,0,2,3,1,1,0,Win,M Atkinson,4.33,3.75,1.8,4.33,3.8,1.8
Sheffield United,1,2,2,0,0,0,Draw,S Attwell,1.36,4.75,9.0,1.34,5.0,9.5
Wolves,0,2,5,3,1,0,Win,G Scott,2.9,3.3,2.5,2.95,3.4,2.4
Liverpool,1,1,2,-1,0,0,Loss,M Oliver,3.5,3.75,2.0,3.6,3.7,2.0
Brighton,1,2,0,2,1,0,Win,C Kavanagh,1.4,4.75,8.0,1.42,4.6,7.75
Southampton,0,1,4,3,2,0,Win,P Tierney,4.0,3.8,1.85,4.0,3.75,1.87
Newcastle,1,1,0,1,3,1,Win,A Marriner,1.3,5.5,10.0,1.3,5.5,10.0
Burnley,0,2,4,2,4,1,Win,M Oliver,4.5,4.0,1.72,4.5,3.9,1.75
Watford,0,1,2,1,5,1,Win,A Taylor,5.0,4.33,1.61,4.75,4.2,1.65
Crystal Palace,1,2,0,2,6,1,Win,M Dean,1.33,5.0,10.0,1.34,5.25,8.75
Man City,0,2,1,-1,0,0,Loss,M Atkinson,1.44,5.0,6.5,1.45,5.0,6.25
West Ham,1,0,1,-1,0,0,Loss,J Moss,1.28,6.0,9.0,1.28,6.0,9.75
Aston Villa,1,2,1,1,1,0,Win,C Kavanagh,1.28,5.75,10.0,1.28,5.75,10.5
Everton,0,3,1,-2,0,0,Loss,C Pawson,3.5,3.75,2.0,3.5,3.75,2.0
Bournemouth,1,0,1,-1,0,0,Loss,G Scott,1.25,6.0,12.0,1.26,6.25,10.0
Tottenham,0,0,2,2,1,0,Win,A Taylor,2.37,3.75,2.75,2.3,3.7,2.9
Southampton,1,0,2,-2,0,0,Loss,J Moss,1.33,5.25,9.0,1.35,5.25,8.25
Arsenal,0,1,2,1,1,0,Win,C Pawson,2.87,3.75,2.3,2.85,3.75,2.3
Brighton,0,1,1,0,0,0,Draw,S Attwell,3.6,3.6,1.95,3.8,3.75,1.91
Burnley,1,3,0,3,1,0,Win,K Friend,1.28,5.5,11.0,1.3,5.5,10.0
Newcastle,0,1,0,-1,0,0,Loss,C Kavanagh,6.0,4.5,1.5,6.0,4.6,1.5
Arsenal,1,2,2,0,0,0,Draw,S Attwell,1.72,3.9,4.5,1.75,3.9,4.75
Leicester,0,2,2,0,0,0,Draw,L Mason,2.5,3.6,2.7,2.5,3.5,2.75
Man United,1,0,2,-2,0,0,Loss,A Taylor,1.85,3.5,4.5,1.87,3.5,4.33
Tottenham,1,2,1,1,1,0,Win,M Oliver,1.72,4.0,4.5,1.72,4.0,4.6
