Opponent,HomeBool,FTHG,FTAG,ScoreDiff,WinStreak,TGS,Results,Referee,B365H,B365D,B365A,BWH,BWD,BWA
Burnley,1,3,1,2,2,0,Win,M Atkinson,1.7,3.75,5.0,1.75,3.7,4.75
Aston Villa,0,3,0,-3,0,0,Loss,C Pawson,2.4,3.3,3.0,2.35,3.4,3.0
Norwich,1,2,0,2,1,0,Win,D Coote,1.61,3.8,5.75,1.6,3.9,6.0
Man United,0,1,1,0,0,0,Draw,M Oliver,1.45,4.33,7.5,1.5,4.25,6.75
West Ham,1,0,1,-1,0,0,Loss,S Attwell,2.5,3.4,2.8,2.45,3.5,2.75
Watford,1,2,5,-3,0,0,Loss,G Scott,1.65,3.8,5.5,1.6,4.1,5.25
Wolves,0,2,1,-1,0,0,Loss,M Atkinson,2.2,3.2,3.5,2.25,3.25,3.3
Tottenham,1,0,0,0,0,0,Draw,C Kavanagh,3.1,3.25,2.37,2.95,3.25,2.4
Man City,0,3,0,-3,0,0,Loss,S Attwell,1.14,8.0,19.0,1.16,8.0,17.5
Brentford,0,1,0,-1,0,0,Loss,D England,2.25,3.2,3.4,2.2,3.25,3.4
