Opponent,HomeBool,FTHG,FTAG,ScoreDiff,WinStreak,TGS,Results,Referee,B365H,B365D,B365A,BWH,BWD,BWA
Southampton,0,1,1,0,0,0,Draw,C Pawson,5.5,4.2,1.57,5.0,4.33,1.62
Wolves,0,0,1,1,1,0,Win,M Dean,5.0,3.5,1.75,5.0,3.4,1.8
Newcastle,1,4,1,3,2,0,Win,A Taylor,1.18,7.5,15.0,1.2,7.0,14.0
West Ham,0,1,2,1,3,1,Win,M Atkinson,4.33,4.0,1.75,4.4,4.0,1.75
Aston Villa,1,0,1,-1,0,0,Loss,M Dean,1.36,5.25,8.0,1.4,5.0,7.5
Everton,1,1,1,0,0,0,Draw,M Oliver,1.45,4.33,7.5,1.5,4.25,6.75
Leicester,0,4,2,-2,0,0,Loss,C Pawson,3.5,3.6,2.05,3.75,3.5,2.0
Liverpool,1,0,5,-5,0,0,Loss,A Taylor,3.1,3.6,2.2,3.0,3.5,2.25
Tottenham,0,0,3,3,1,0,Win,S Attwell,2.87,3.6,2.37,2.87,3.6,2.3
Man City,1,0,2,-2,0,0,Loss,M Oliver,4.75,4.0,1.7,4.4,3.9,1.73
Watford,0,4,1,-3,0,0,Loss,J Moss,6.5,4.75,1.45,6.0,4.5,1.5
Chelsea,0,1,1,0,0,0,Draw,A Taylor,1.57,4.0,6.0,1.58,4.2,5.5
