Opponent,HomeBool,FTHG,FTAG,ScoreDiff,WinStreak,TGS,Results,Referee,B365H,B365D,B365A,BWH,BWD,BWA
Hull,1,4,0,4,1,0,Win,M Atkinson,2.1,3.6,3.75,2.05,3.4,3.75
Man United,0,2,0,-2,0,0,Loss,A Taylor,2.5,3.3,3.1,2.45,3.4,2.9
Chelsea,0,3,0,-3,0,0,Loss,J Moss,1.25,5.75,13.0,1.28,5.75,10.5
Brentford,1,0,0,0,0,0,Draw,M Atkinson,2.55,3.2,2.87,2.6,3.2,2.8
West Ham,0,2,2,0,0,0,Draw,S Attwell,1.55,4.0,6.5,1.57,4.0,6.0
Tottenham,1,3,0,3,1,0,Win,J Moss,4.2,3.5,1.9,4.4,3.3,1.91
Liverpool,0,3,0,-3,0,0,Loss,A Madley,1.2,7.0,13.0,1.22,6.5,13.5
Brighton,1,1,1,0,0,0,Draw,A Marriner,3.1,3.2,2.45,2.95,3.2,2.5
Leicester,1,2,2,0,0,0,Draw,A Taylor,3.1,3.4,2.3,3.2,3.3,2.3
Arsenal,0,2,2,0,0,0,Draw,M Dean,1.6,3.8,6.0,1.62,3.9,5.75
Newcastle,1,1,1,0,0,0,Draw,D England,1.9,3.6,4.0,1.95,3.6,3.7
Man City,0,0,2,2,1,0,Win,A Marriner,1.14,8.0,19.0,1.16,7.5,19.0
Wolves,1,2,0,2,2,0,Win,G Scott,2.45,3.2,3.0,2.4,3.2,3.0
Burnley,0,3,3,0,0,0,Draw,S Hooper,2.7,3.2,2.7,2.7,3.25,2.6
Aston Villa,1,1,2,-1,0,0,Loss,M Salisbury,2.2,3.4,3.3,2.2,3.4,3.2
