Opponent,HomeBool,FTHG,FTAG,ScoreDiff,WinStreak,TGS,Results,Referee,B365H,B365D,B365A,BWH,BWD,BWA
Burnley,0,1,2,1,1,0,Win,R Madley,2.45,3.5,3.0,2.4,3.5,2.85
Newcastle,0,2,4,2,1,0,Win,M Atkinson,3.2,3.5,2.2,3.3,3.4,2.2
Leicester,1,4,1,3,2,0,Win,M Oliver,2.5,3.5,2.75,2.6,3.5,2.6
Crystal Palace,1,2,2,0,0,0,Draw,S Attwell,1.55,4.0,6.5,1.57,4.0,6.0
Southampton,0,0,0,0,0,0,Draw,D Coote,2.9,3.5,2.4,2.95,3.5,2.35
Man United,1,1,2,-1,0,0,Loss,M Atkinson,4.33,4.0,1.75,4.4,4.0,1.75
Leeds,0,1,2,1,1,0,Win,K Friend,3.0,3.6,2.25,3.0,3.6,2.3
Brentford,1,1,2,-1,0,0,Loss,P Bankes,1.75,3.75,4.75,1.8,3.5,4.75
Everton,0,0,1,1,1,0,Win,S Attwell,2.5,3.4,2.8,2.45,3.5,2.75
Tottenham,1,1,0,1,2,0,Win,P Tierney,2.3,3.5,3.0,2.4,3.5,2.8
Aston Villa,0,1,4,3,3,1,Win,C Kavanagh,2.8,3.5,2.45,2.65,3.6,2.45
Liverpool,1,3,2,1,4,1,Win,C Pawson,4.75,4.0,1.7,4.5,4.2,1.68
Wolves,0,1,0,-1,0,0,Loss,M Dean,3.0,3.25,2.4,2.9,3.25,2.45
Man City,0,2,1,-1,0,0,Loss,M Oliver,1.28,5.75,10.0,1.32,5.25,9.5
