Opponent,HomeBool,FTHG,FTAG,ScoreDiff,WinStreak,TGS,Results,Referee,B365H,B365D,B365A,BWH,BWD,BWA
Middlesbrough,0,1,2,1,1,0,Win,A Taylor,7.0,4.0,1.5,6.25,3.9,1.53
Leicester,1,1,0,1,2,0,Win,M Jones,1.6,4.5,5.75,1.57,4.33,5.5
Tottenham,0,2,0,-2,0,0,Loss,M Oliver,1.85,3.75,4.0,1.9,3.6,3.8
Man United,1,2,0,2,1,0,Win,A Marriner,1.91,3.7,4.33,1.85,3.7,4.25
Southampton,0,0,2,2,2,0,Win,J Moss,3.6,3.8,2.05,3.5,3.75,2.0
Stoke,0,1,4,3,3,1,Win,M Dean,4.75,4.1,1.75,4.75,4.0,1.7
Sunderland,1,2,0,2,4,1,Win,R East,1.09,13.0,29.0,1.09,11.0,23.0
Everton,1,3,1,2,5,1,Win,M Oliver,1.45,5.0,7.5,1.42,4.6,7.5
Brentford,0,2,0,-2,0,0,Loss,M Oliver,4.0,3.4,1.95,4.0,3.5,1.95
Chelsea,1,0,2,-2,0,0,Loss,P Tierney,4.75,3.75,1.72,4.75,3.75,1.75
Man City,0,5,0,-5,0,0,Loss,M Atkinson,1.25,6.0,12.0,1.25,6.25,11.5
Norwich,1,1,0,1,1,0,Win,M Oliver,1.5,4.6,6.0,1.5,4.5,6.25
Burnley,0,0,1,1,2,0,Win,A Taylor,3.8,3.6,1.95,3.9,3.4,2.0
Tottenham,1,3,1,2,3,1,Win,C Pawson,2.15,3.3,3.5,2.3,3.25,3.2
Brighton,0,0,0,0,0,0,Draw,J Moss,3.0,3.25,2.4,2.95,3.2,2.5
Crystal Palace,1,2,2,0,0,0,Draw,M Dean,1.6,3.8,6.0,1.62,3.9,5.75
Aston Villa,1,3,1,2,1,0,Win,C Pawson,1.83,3.75,4.2,1.9,3.5,4.0
Leicester,0,0,2,2,2,0,Win,M Oliver,2.4,3.5,2.87,2.5,3.4,2.7
Watford,1,1,0,1,3,1,Win,K Friend,1.36,4.75,8.5,1.4,4.75,8.0
Liverpool,0,4,0,-4,0,0,Loss,M Oliver,1.45,4.75,6.5,1.47,4.8,6.0
Newcastle,1,2,0,2,1,0,Win,S Attwell,1.44,4.75,7.0,1.46,5.0,6.0
