Opponent,HomeBool,FTHG,FTAG,ScoreDiff,WinStreak,TGS,Results,Referee,B365H,B365D,B365A,BWH,BWD,BWA
Newcastle,0,2,2,0,0,0,Draw,P Tierney,2.5,3.4,2.8,2.5,3.5,2.75
West Ham,1,0,0,0,0,0,Draw,D Coote,2.9,3.5,2.4,2.95,3.5,2.35
Man City,0,0,0,0,0,0,Draw,J Moss,1.12,9.5,17.0,1.14,8.25,19.5
Wolves,1,0,1,-1,0,0,Loss,A Madley,2.62,3.2,2.8,2.65,3.2,2.75
Chelsea,0,3,1,-2,0,0,Loss,M Atkinson,1.36,4.75,9.0,1.36,5.0,8.5
Leeds,1,1,0,1,1,0,Win,D Coote,2.3,3.5,3.0,2.4,3.5,2.9
Burnley,1,2,2,0,0,0,Draw,C Kavanagh,1.95,3.5,3.9,1.95,3.5,3.8
Watford,0,0,1,1,1,0,Win,P Bankes,3.2,3.3,2.3,3.1,3.4,2.25
Aston Villa,1,1,0,1,2,0,Win,A Madley,1.95,3.6,3.75,1.98,3.6,3.6
Norwich,0,2,1,-1,0,0,Loss,M Atkinson,3.6,3.5,2.05,3.6,3.5,2.0
Liverpool,0,4,0,-4,0,0,Loss,A Marriner,1.28,6.0,9.0,1.29,6.0,9.5
