,0,1,2,3,4,5,6
133,Chelsea,Southampton,0,2,-2,0,0
134,Arsenal,Chelsea,1,2,1,1,0
135,Brighton,Chelsea,1,1,0,0,0
136,Chelsea,Burnley,3,0,3,1,0
137,Newcastle,Chelsea,1,0,-1,0,0
138,Chelsea,Arsenal,2,2,0,0,0
139,Leicester,Chelsea,2,2,0,0,0
140,Chelsea,Man United,0,2,-2,0,0
141,Chelsea,Tottenham,2,1,1,1,0
142,Bournemouth,Chelsea,2,2,0,0,0
143,Chelsea,Everton,4,0,4,1,0
144,Aston Villa,Chelsea,1,2,1,2,0
145,Chelsea,Man City,2,1,1,3,1
146,West Ham,Chelsea,3,2,-1,0,0
147,Chelsea,Watford,3,0,3,1,0
148,Crystal Palace,Chelsea,2,3,1,2,0
149,Sheffield United,Chelsea,3,0,-3,0,0
150,Chelsea,Norwich,1,0,1,1,0
151,Liverpool,Chelsea,5,3,-2,0,0
152,Chelsea,Wolves,2,0,2,1,0
153,Brighton,Chelsea,1,3,2,1,0
154,Chelsea,Liverpool,0,2,-2,0,0
155,West Brom,Chelsea,3,3,0,0,0
156,Chelsea,Crystal Palace,4,0,4,1,0
157,Chelsea,Southampton,3,3,0,0,0
158,Man United,Chelsea,0,0,0,0,0
159,Burnley,Chelsea,0,3,3,1,0
160,Chelsea,Sheffield United,4,1,3,2,0
161,Newcastle,Chelsea,0,2,2,3,1
162,Chelsea,Tottenham,0,0,0,0,0
163,Chelsea,Leeds,3,1,2,1,0
164,Everton,Chelsea,1,0,-1,0,0
165,Wolves,Chelsea,2,1,-1,0,0
166,Chelsea,West Ham,3,0,3,1,0
167,Arsenal,Chelsea,3,1,-2,0,0
168,Chelsea,Aston Villa,1,1,0,0,0
169,Chelsea,Man City,1,3,-2,0,0
170,Fulham,Chelsea,0,1,1,1,0
171,Leicester,Chelsea,2,0,-2,0,0
172,Chelsea,Wolves,0,0,0,0,0
173,Chelsea,Burnley,2,0,2,1,0
174,Tottenham,Chelsea,0,1,1,2,0
175,Sheffield United,Chelsea,1,2,1,3,1
176,Chelsea,Newcastle,2,0,2,4,1
177,Southampton,Chelsea,1,1,0,0,0
178,Chelsea,Man United,0,0,0,0,0
179,Liverpool,Chelsea,0,1,1,1,0
180,Chelsea,Everton,2,0,2,2,0
181,Leeds,Chelsea,0,0,0,0,0
182,Chelsea,West Brom,2,5,-3,0,0
183,Crystal Palace,Chelsea,1,4,3,1,0
184,Chelsea,Brighton,0,0,0,0,0
185,West Ham,Chelsea,0,1,1,1,0
186,Chelsea,Fulham,2,0,2,2,0
187,Man City,Chelsea,1,2,1,3,1
188,Chelsea,Arsenal,0,1,-1,0,0
189,Chelsea,Leicester,2,1,1,1,0
190,Aston Villa,Chelsea,2,1,-1,0,0
