,0,1,2,3,4,5,6
138,Crystal Palace,Southampton,0,2,2,1,0
139,Liverpool,Southampton,4,0,-4,0,0
140,Southampton,Burnley,1,2,-1,0,0
141,Southampton,Aston Villa,2,0,2,1,0
142,West Ham,Southampton,3,1,-2,0,0
143,Southampton,Newcastle,0,1,-1,0,0
144,Norwich,Southampton,0,3,3,1,0
145,Southampton,Arsenal,0,2,-2,0,0
146,Watford,Southampton,1,3,2,1,0
147,Southampton,Man City,1,0,1,2,0
148,Everton,Southampton,1,1,0,0,0
149,Man United,Southampton,2,2,0,0,0
150,Southampton,Brighton,1,1,0,0,0
151,Bournemouth,Southampton,0,2,2,1,0
152,Southampton,Sheffield United,3,1,2,2,0
153,Crystal Palace,Southampton,1,0,-1,0,0
154,Southampton,Tottenham,2,5,-3,0,0
155,Burnley,Southampton,0,1,1,1,0
156,Southampton,West Brom,2,0,2,2,0
157,Chelsea,Southampton,3,3,0,0,0
158,Southampton,Everton,2,0,2,1,0
159,Aston Villa,Southampton,3,4,1,2,0
160,Southampton,Newcastle,2,0,2,3,1
161,Wolves,Southampton,1,1,0,0,0
162,Southampton,Man United,2,3,-1,0,0
163,Brighton,Southampton,1,2,1,1,0
164,Southampton,Sheffield United,3,0,3,2,0
165,Arsenal,Southampton,1,1,0,0,0
166,Southampton,Man City,0,1,-1,0,0
167,Fulham,Southampton,0,0,0,0,0
168,Southampton,West Ham,0,0,0,0,0
169,Southampton,Liverpool,1,0,1,1,0
170,Leicester,Southampton,2,0,-2,0,0
171,Southampton,Arsenal,1,3,-2,0,0
172,Southampton,Aston Villa,0,1,-1,0,0
173,Man United,Southampton,9,0,-9,0,0
174,Newcastle,Southampton,3,2,-1,0,0
175,Southampton,Wolves,1,2,-1,0,0
176,Southampton,Chelsea,1,1,0,0,0
177,Leeds,Southampton,3,0,-3,0,0
178,Everton,Southampton,1,0,-1,0,0
179,Sheffield United,Southampton,0,2,2,1,0
180,Man City,Southampton,5,2,-3,0,0
181,Southampton,Brighton,1,2,-1,0,0
182,Southampton,Burnley,3,2,1,1,0
183,West Brom,Southampton,3,0,-3,0,0
184,Tottenham,Southampton,2,1,-1,0,0
185,Southampton,Leicester,1,1,0,0,0
186,Liverpool,Southampton,2,0,-2,0,0
187,Southampton,Crystal Palace,3,1,2,1,0
188,Southampton,Fulham,3,1,2,2,0
189,Southampton,Leeds,0,2,-2,0,0
190,West Ham,Southampton,3,0,-3,0,0
